title,line_text
Mirty,Co wciąż nową dźwięczy zwrotką.
Mirty,Pośród mirtów zwolna kroczy
Mirty,"Syn chmurniejszej, innej ziemi"
Mirty,I olśnione spuścił oczy
Mirty,"Przed blaskami, przed złotemi."
Mirty,"Prószy z krzewów białe kwiecie,"
Mirty,A on marzy: jak tam w dali
Mirty,"Wicher śnieżne zaspy miecie,"
Mirty,"Jak tam jęczy, jak się żali,"
Mirty,Jak tam ciężko jest podróżnym
Mirty,Po pustkowiach błądzić nocą...
Mirty,"I o domu marzy próżnym,"
Mirty,Gdzie powracać nie ma po co.
Mirty,"Wtem pieśń zabrzmi: Mirty płoną,"
Mirty,"""Drżą listkami nieprzytomnie,"
Mirty,Ale silniej drży me łono.
Mirty,"Luby, luby, śpiesz się do mnie!"""
Mirty,"A wędrowiec, idąc, wzdycha:"
Mirty,"""Ach, nie dla mnie płoną kwiaty,"
Mirty,"Tam mogiła stoi cicha,"
Mirty,"Gdzie mi zakwitł mirt przed laty."""
Mirty,"""Tak, pamiętam! rósł w ogródku,"
Mirty,"Zasadzony matki dłonią,"
Mirty,Ale biedny usechł z smutku:
Mirty,"Łzy go moje nie dogonią."""
Mirty,"Smutny uśmiech znikł mu z twarzy,"
Mirty,"Czoło chmurzy się boleśniej,"
Mirty,"O mogile drogiej marzy,"
Mirty,Wtem znów słychać zwrotkę pieśni:
Mirty,"""Śpiesz o luby! przybądź przecie,"
Mirty,"Mam dla ciebie dary nowe,"
Mirty,"Świeży uśmiech, świeże kwiecie,"
Mirty,"Świeże usta purpurowe""."
Mirty,Dziwnie mu na duszę pada
Mirty,"Ten ton pieśni rozkochanej,"
Mirty,Ta rozkosznych słów kaskada
Mirty,Na otwarte serca rany.
Mirty,Więc ucieka przed tym echem
Mirty,"Na nadbrzeżnych skał krawędzie,"
Mirty,"Morze wita go uśmiechem,"
Mirty,A piosenka ściga wszędzie.
Mirty,"Piosnka kończy: ""W mirtów cieniu"
Mirty,"Rączką cię nakryje białą,"
Mirty,Przy canzonet słodkim brzmieniu
Mirty,"Dobrze ci się będzie spało!"""
Mirty,"A wędrowiec dalej kroczy,"
Mirty,Rozważając piosnki słowa:
Mirty,"Ach! nie luba zamknie oczy,"
Mirty,Obca ziemia go pochowa!
Mirty,"I powtarza w zamyśleniu,"
Mirty,Przyciskając pierś zbolałą:
Mirty,"""Przy canzonet słodkim brzmieniu"
Mirty,"Dobrze ci się będzie spało!"""
Między nami nic nie było,Między nami nic nie było!
Między nami nic nie było,"Żadnych zwierzeń, wyznań żadnych,"
Między nami nic nie było,Nic nas z sobą nie łączyło
Między nami nic nie było,Prócz wiosennych marzeń zdradnych;
Między nami nic nie było,"Prócz tych woni, barw i blasków"
Między nami nic nie było,"Unoszących się w przestrzeni,"
Między nami nic nie było,Prócz szumiących śpiewem lasków
Między nami nic nie było,I tej świeżej łąk zieleni;
Między nami nic nie było,Prócz tych kaskad i potoków
Między nami nic nie było,"Zraszających każdy parów,"
Między nami nic nie było,"Prócz girlandy tęcz, obłoków,"
Między nami nic nie było,Prócz natury słodkich czarów;
Między nami nic nie było,"Prócz tych wspólnych, jasnych zdrojów,"
Między nami nic nie było,"Z których serce zachwyt piło,"
Między nami nic nie było,Prócz pierwiosnków i powojów
Między nami nic nie było,Między nami nic nie było!
Między nami nic nie było,5 kwietnia 1870
Miłość jak słońce,Miłość jak słońce: ogrzewa świat cały
Miłość jak słońce,"I swoim blaskiem ożywia różanym,"
Miłość jak słońce,"W głębiach przepaści, w rozpadlinach skały"
Miłość jak słońce,Dozwala kwiatom rozkwitnąć wionianym
Miłość jak słońce,I wyprowadza z martwych głazów łona
Miłość jak słońce,Coraz to nowe na przyszłość nasiona.
Miłość jak słońce,Miłość jak słońce: barwy uroczemi
Miłość jak słońce,Wszystko dokoła cudownie powleka;
Miłość jak słońce,"Żywe piękności wydobywa z ziemi,"
Miłość jak słońce,Z serca natury i z serca człowieka
Miłość jak słońce,"I szary, mglisty widnokrąg istnienia"
Miłość jak słońce,W przędzę z purpury i złota zamienia.
Miłość jak słońce,"Miłość jak słońce: wywołuje burze,"
Miłość jak słońce,"Które grom niosą w ciemnościach spowity,"
Miłość jak słońce,"I tęczę pieśni wiesza na łez chmurze,"
Miłość jak słońce,"Gdy rozpłakana wzlatuje w błękity,"
Miłość jak słońce,"I znów z obłoków wyziera pogodnie,"
Miłość jak słońce,"Gdy burza we łzach zgasi swe pochodnie,"
Miłość jak słońce,"Miłość jak słońce: choć zajdzie w pomroce,"
Miłość jak słońce,Jeszcze z blaskami srebrnego miesiąca
Miłość jak słońce,Powraca smutne rozpromieniać noce
Miłość jak słońce,"I przez ciemność przedziera się drżąca,"
Miłość jak słońce,"Pełna tęsknoty cichej i żałoby,"
Miłość jak słońce,By wieńczyć śpiące ruiny i groby.
Morskie Oko,I
Morskie Oko,"Ponad płaszczami borów, ściśnięte zaporą"
Morskie Oko,"Ścian olbrzymich, co w koło ze sobą się zwarły,"
Morskie Oko,"Ciemne wody rozlewa posępne jezioro,"
Morskie Oko,Odzwierciedlając w łonie głazów świat zamarły.
Morskie Oko,"Stoczone z szczytów bryły mchu pokryte korą,"
Morskie Oko,"Po brzegach rumowisko swoje rozpostarły,"
Morskie Oko,"Na nim pogięte, krzywe kosodrzewu karły"
Morskie Oko,Gdzieniegdzie nagą pustkę w wianki swe ubiorą.
Morskie Oko,"Granitowe opoki, wyniesione w chmury,"
Morskie Oko,Rzadko tam żywsze blaski słoneczne dopuszczą...
Morskie Oko,I tajemnicze głębie kryje cień ponury.
Morskie Oko,Cisza - tylko w oddali gdzieś potoki pluszczą
Morskie Oko,"Lub wichry, przelatując nad zmartwiałą puszczą,"
Morskie Oko,Swym świstem grozę dzikiej powiększą natury.
Morskie Oko,II
Morskie Oko,Tu myśl twórcza straszliwą pięknością wykwita:
Morskie Oko,"Pięknością niezmierzonej potęgi i siły,"
Morskie Oko,Co gromami na skałach rozdartych wyryta
Morskie Oko,Świadczy dziś o przewrotach w łonie ziemskiej bryły.
Morskie Oko,Dziki zamęt! - głazami zasłane koryta
Morskie Oko,"Zdają się placem boju, gdzie niegdyś walczyły"
Morskie Oko,Północne groźne bogi i krew ofiar piły
Morskie Oko,"Z czary, która w jezioro upadła - rozbita."
Morskie Oko,Wszystko tu do ostrego tonu się nagina:
Morskie Oko,"Poszarpane gór grzbiety, wody, co czernieją,"
Morskie Oko,"Skały, wiszące śniegi, zarośla, mgła sina..."
Morskie Oko,"Wszędzie surowa wielkość, przed którą maleją"
Morskie Oko,"Sny człowieka, co staje, jak mała dziecina,"
Morskie Oko,Przed skamieniałą dawnych bogów epopeją!
Morskie Oko,III
Morskie Oko,"Słońce, gdy na zachodzie złotą tarczę skłoni,"
Morskie Oko,Purpurą zdobi jeszcze skał korony wierzchnie -
Morskie Oko,"Tysiąc tęczowych świateł po szczytach się goni,"
Morskie Oko,Tu zsinieje... tam ogniem zaświeci... znów zmierzchnie;
Morskie Oko,A w dole na jeziora zamąconej toni
Morskie Oko,"Odbity blask zakrwawia drżących wód powierzchnię,"
Morskie Oko,Póki skrwawionej fali płaszcz mgły nie osłoni
Morskie Oko,I ostatni rumieniec wieczoru nie pierzchnie.
Morskie Oko,Wszystko zgasło... świat cały napełniony mrokiem...
Morskie Oko,Granitowe olbrzymy majaczeją w dali -
Morskie Oko,Rosną w bezmiar i kształt zmieniają przed okiem...
Morskie Oko,Mgła pokryła przepaści szarym swym obłokiem
Morskie Oko,I jezioro zniknęło... lecz słychać szum fali
Morskie Oko,I z gór lecący potok wymowniej się żali...
Morskie Oko,IV
Morskie Oko,Noc króluje - na głowę kładzie gwiazd dyjadem;
Morskie Oko,Przez błękity przesiąka niepewna i drżąca
Morskie Oko,Jasność jeszcze skrytego dla oczu miesiąca;
Morskie Oko,Mgły ulatują w górę śnieżnych chmurek stadem.
Morskie Oko,"Wszystko topnieje w świetle niebieskiem i bladem,"
Morskie Oko,"I ciemność nad otchłanią chwieje się wisząca,"
Morskie Oko,"Księżyc przez skał szczelinę wstał nad wodospadem,"
Morskie Oko,Srebro leje i w przepaść wraz z falami strąca.
Morskie Oko,z wolna cała kotlina z śpiących wód topielą
Morskie Oko,Wynurza się. jak obraz czarodziejskiej księgi...
Morskie Oko,Wybrzeża przeraźliwym odblaskiem się bielą.
Morskie Oko,Jakby pokryte zmarłych śmiertelną pościelą;
Morskie Oko,"Czarne wody w płomienne rysują się pręgi,"
Morskie Oko,przypominając piekieł dantejskie okręgi.
Morskie Oko,V
Morskie Oko,O wielki poemacie natury! któż może
Morskie Oko,Iść w ślad za twych piękności natchnieniem wieczystem?
Morskie Oko,Kto uchwyci poranku wzlatującą zorzę
Morskie Oko,I zapali rumieńce na niebie gwiaździstem?
Morskie Oko,Kto wyrzeźbi kamienne wodospadu łoże?
Morskie Oko,"Przemówi szumem fali, wichru dzikim świstem?"
Morskie Oko,Srebrne chmurki zawiesi w szafirów przestworze
Morskie Oko,I odbije skał ostrza w wód zwierciadle czystem?
Morskie Oko,O wielki poemacie! ciebie tylko można
Morskie Oko,"Odczuć i wielbić razem w drgnieniu serca skrytem,"
Morskie Oko,"Gdy pijąc wszystkie blaski, źrenica pobożna"
Morskie Oko,"W cichym zachwycie tryśnie źródłem łez obfitem,"
Morskie Oko,Gdy na skrzydłach tęsknoty - dusza leci trwożna
Morskie Oko,I nakrywa się własnych marzeń swych błękitem.
"Myślałem, że to sen...","Myślałem, że to sen, lecz to prawda była:"
"Myślałem, że to sen...","Z nadziemskich jasnych sfer do mnie tu zstąpiła,"
"Myślałem, że to sen...","Przyniosła dziwny blask w swoich modrych oczach,"
"Myślałem, że to sen...",Przyniosła kwiatów woń na złotych warkoczach.
"Myślałem, że to sen...","Podała rączkę swą - szliśmy z sobą razem,"
"Myślałem, że to sen...","Przed nami jaśniał świat cudnym krajobrazem,"
"Myślałem, że to sen...","Pośród rozkosznych łąk i gajów mirtowych,"
"Myślałem, że to sen...",Wiecznie zielonych wzgórz i wód szafirowych
"Myślałem, że to sen...","Szliśmy, nie mówiąc nic - a mnie się wydało,"
"Myślałem, że to sen...","Żem życia mego pieśń wypowiedział całą,"
"Myślałem, że to sen...",Że z jej różanych ust jak z otwartej księgi
"Myślałem, że to sen...",Czerpałem tajny skarb wiedzy i potęgi.
"Myślałem, że to sen...","Wtem nagle przyszła myśl dziwna i szalona,"
"Myślałem, że to sen...","Żeby koniecznie dojść, skąd i kto jest ona."
"Myślałem, że to sen...","I gdy zacząłem tak i ważyć, i badać,"
"Myślałem, że to sen...","Kwiaty zaczęły schnąć, a liście opadać,"
"Myślałem, że to sen...",I nastał szary mrok... a ja w swoim biegu
"Myślałem, że to sen...",Stanąłem w gęstej mgle na przepaści brzegu.
"Myślałem, że to sen...","Strwożony zmianą tą, zwróciłem się do niej;"
"Myślałem, że to sen...","Niestety, już jej dłoń nie była w mej dłoni."
"Myślałem, że to sen...",Słyszałem tylko głos ginący w ciemności:
"Myślałem, że to sen...","""Byłam natchnieniem twym, marą twej młodości!"""
"Myślałem, że to sen...",I pozostałem sam - i noc świat pokryła!
"Myślałem, że to sen...","Myślałem, że to sen - lecz to prawda była!"
"Myślałem, że to sen...",5 kwiecień 187
Na Nowy Rok,"Słyszycie! Północ już bije,"
Na Nowy Rok,"Rok stary w mgły się rozwiewa,"
Na Nowy Rok,Jak sen przepada...
Na Nowy Rok,Krzyczmy: Rok nowy niech żyje!
Na Nowy Rok,I rwijmy z przyszłości drzewa
Na Nowy Rok,"Owoc, co wiecznie dojrzewa,"
Na Nowy Rok,A nie opada.
Na Nowy Rok,Rok stary jak ziarnko piasku
Na Nowy Rok,Stoczył się w czasu przestrzenie;
Na Nowy Rok,Czyż go żałować?
Na Nowy Rok,"Niech ginie! bez łzy, oklasku,"
Na Nowy Rok,"Jak ten gladiator w arenie,"
Na Nowy Rok,Co upadł niepostrzeżenie -
Na Nowy Rok,Czas go pochować.
Na Nowy Rok,"Bywały lata, ach! krwawsze,"
Na Nowy Rok,Z rozpaczy jękiem lecące
Na Nowy Rok,W przeszłości mrok;
Na Nowy Rok,"A echo powraca zawsze,"
Na Nowy Rok,Przynosząc skargi palące...
Na Nowy Rok,Precz z smutkiem! Życzeń tysiące
Na Nowy Rok,Na Nowy Rok!
Na Nowy Rok,Spod gruzów rozbitych złudzeń
Na Nowy Rok,Wynieśmy arkę rodzinną
Na Nowy Rok,Na stały ląd!
Na Nowy Rok,"Duchowych żądni przebudzeń,"
Na Nowy Rok,"Potęgą stańmy się czynną,"
Na Nowy Rok,"Bacząc, by w stronę nas inną"
Na Nowy Rok,Nie uniósł prąd.
Na Nowy Rok,"Rozumu, niezgiętej woli,"
Na Nowy Rok,Prawdziwej duchowej siły
Na Nowy Rok,I serc czystości!
Na Nowy Rok,"A Bóg nam stanąć pozwoli,"
Na Nowy Rok,I z naszej skromnej mogiły
Na Nowy Rok,"Dzieci się będą uczyły,"
Na Nowy Rok,Jak żyć w przyszłości.
Na Nowy Rok,W olbrzymim pokoleń trudzie
Na Nowy Rok,"Bądźmy ogniwem łańcucha,"
Na Nowy Rok,"Co się poświęca,"
Na Nowy Rok,Nie marzmy o łatwym cudzie!
Na Nowy Rok,Najwyższy heroizm ducha
Na Nowy Rok,"Jest walką, co nie wybucha,"
Na Nowy Rok,Pracą bez wieńca.
Na Nowy Rok,Uderzmy w kielichy z winem
Na Nowy Rok,"I bratnie podajmy dłonie,"
Na Nowy Rok,Wszakże już czas!
Na Nowy Rok,"Choć różni twarzą lub czynem,"
Na Nowy Rok,"Niech nas duch jeden owionie,"
Na Nowy Rok,Niech zadrży miłością w łonie
Na Nowy Rok,I złączy nas!
Na Nowy Rok,"Bo miłość ta, która płynie"
Na Nowy Rok,"Z poznania ziemskiego mętu,"
Na Nowy Rok,Jest światłem dusz!
Na Nowy Rok,"Choć Bogu wznosi świątynie,"
Na Nowy Rok,Potrafi zstąpić bez wstrętu
Na Nowy Rok,I wyrwać słabych z odmętu
Na Nowy Rok,W pośrodku burz.
Na Nowy Rok,"Niech żyją pierwsi w narodzie,"
Na Nowy Rok,Jeżeli zawsze są pierwsi
Na Nowy Rok,I w poświęceniu!
Na Nowy Rok,"Gdy z czasu potrzebą w zgodzie,"
Na Nowy Rok,"W szlachetnym czynie najszczersi,"
Na Nowy Rok,"Swą dumę umieszczą w piersi,"
Na Nowy Rok,A nie w imieniu!
Na Nowy Rok,"I ci, co żadnej spuścizny"
Na Nowy Rok,Na grobie matki nie wzięli
Na Nowy Rok,Prócz łez - niech żyją!
Na Nowy Rok,Jeżeli miłość ojczyzny
Na Nowy Rok,Jako synowie pojęli
Na Nowy Rok,"I na wyłomie stanęli,"
Na Nowy Rok,Gdzie gromy biją.
Na Nowy Rok,Spełnijmy puchary do dna
Na Nowy Rok,I życzmy sobie nawzajem
Na Nowy Rok,Szczęśliwych lat!
Na Nowy Rok,Niech myśl powstanie swobodna
Na Nowy Rok,I światło błyśnie nad krajem!
Na Nowy Rok,Bogu w opiekę oddajem
Na Nowy Rok,Przyszłości kwiat.
Na Nowy Rok,"Tych naszych braci, co cierpią,"
Na Nowy Rok,Miłością naszą podnieśmy
Na Nowy Rok,Męczeński ród.
Na Nowy Rok,"Niech od nas pociechę czerpią,"
Na Nowy Rok,"Nadzieję w ich sercach wskrześmy,"
Na Nowy Rok,Wołając: jeszcze jesteśmy -
Na Nowy Rok,Niech żyje lud!
Na grobie Wincentego Pola,"Ciebie, ach, duchy zawiodły łaskawe"
Na grobie Wincentego Pola,Do zdrojów przeszłej pokoleń wielkości
Na grobie Wincentego Pola,"I moc ci dały dawną wskrzesić sławę,"
Na grobie Wincentego Pola,I ubrać w ciało rozsypane kości.
Na grobie Wincentego Pola,Na znak twój - przeszłość uśmiechnięta wstała
Na grobie Wincentego Pola,I kipi życiem rycerskiej drużyny;
Na grobie Wincentego Pola,"W bojowym szyku proporce rozwiała,"
Na grobie Wincentego Pola,Znów na orężne gotując się czyny.
Na grobie Wincentego Pola,"Znów chrzęszczą zbroje i husarskie skrzydła,"
Na grobie Wincentego Pola,I z wzdętą piersią arabskie rumaki
Na grobie Wincentego Pola,"Rwą się do boju pomimo wędzidła,"
Na grobie Wincentego Pola,I przelatują jak huragan jaki!
Na grobie Wincentego Pola,"Szlacheckie dworki wypełnione zgiełkiem,"
Na grobie Wincentego Pola,"Braterskie uczty, sejmiki i kłótnie -"
Na grobie Wincentego Pola,"Wszystko to miga tęczowym światełkiem,"
Na grobie Wincentego Pola,Drży w tonach pieśni uroczo i smutnie.
Na grobie Wincentego Pola,Wszystko powstało i wszystko ożyło!
Na grobie Wincentego Pola,"Bo śmierć jest kłamstwem, w które nikt nie wierzy"
Na grobie Wincentego Pola,Natchnione serca znajdą pod mogiłą
Na grobie Wincentego Pola,Gotowych w szranki powrócić rycerzy.
Na grobie Wincentego Pola,"Tyś znalazł słowa zaklęć, co z błękitu"
Na grobie Wincentego Pola,Zniknione mary na świat przywołały -
Na grobie Wincentego Pola,A więc stać będziesz kolumną granitu:
Na grobie Wincentego Pola,"Pomnikiem polskiej i pieśni, i chwały."
Na grobie Wincentego Pola,1873
Na obchód Słowackiego,"Poeto! Oskarżono ciebie przed narodem,"
Na obchód Słowackiego,Ze kazałeś bezwładnym poruszać się bryłom
Na obchód Słowackiego,I po swej śmierci niosąc pieśń - jak sztandar - przodem
Na obchód Słowackiego,"Prowadziłeś bezbronne zastępy na wyłom,"
Na obchód Słowackiego,Gdzie bez nadziei zwycięstw lały krew obficie.
Na obchód Słowackiego,"Jeśli to twoją winą, że budząca życie"
Na obchód Słowackiego,Pieśń jak orkan wstrząsnęła śpiącą grobów ziemię
Na obchód Słowackiego,I na chwilę zwiększyła naszych nieszczęść brzemię
Na obchód Słowackiego,Krwawe widmo ojczyzny wywołując z trumny;
Na obchód Słowackiego,"Jeśli to twoją winą, że pchany rozpaczą"
Na obchód Słowackiego,Naród zerwać chciał więzy - to możesz być dumny!
Na obchód Słowackiego,"Ci, którzy ucierpieli najwięcej, przebaczą!"
Na obchód Słowackiego,"I Polska ci przebaczy, kochający synu,"
Na obchód Słowackiego,I nie będzie dla ciebie żałować wawrzynu.
Na obchód Słowackiego,"Bo święte hasła twoje, to nie hasła chwili,"
Na obchód Słowackiego,Co przepadają mamie w ciężkich dniach rozbicia;
Na obchód Słowackiego,"Wiara twa nie zawiedzie, miłość nie omyli,"
Na obchód Słowackiego,Lecz poprowadzi naród do nowego życia.
Na obchód Słowackiego,"Mylą się pokolenia w dróg swoich wyborze,"
Na obchód Słowackiego,Jednak cel postawiony mylnym być nie może.
Na obchód Słowackiego,"Gdyby nie głos natchniony narodowej lutni,"
Na obchód Słowackiego,"Który nie dał zmęczonym usypiać w letargu,"
Na obchód Słowackiego,"Czymże byśmy dziś byli my, nędzarze smutni? -"
Na obchód Słowackiego,"Gromadą niewolników na publicznym targu,"
Na obchód Słowackiego,"Narodem bez przyszłości, bez celu, bez części,"
Na obchód Słowackiego,"Którym pan jego gardzi, chociaż czasem pieści."
Na obchód Słowackiego,"Wprawdzie by nas żywiła szczodrzej polska gleba,"
Na obchód Słowackiego,A plon nasz by nie poszedł na pastwę płomieni;
Na obchód Słowackiego,"Wprawdzie byłoby lepiej tym zjadaczom chleba,"
Na obchód Słowackiego,"Którzy się tuczyć pragną, z losem pogodzeni;"
Na obchód Słowackiego,Lecz nad przyszłością naszą noc by zaszła głucha
Na obchód Słowackiego,"I naród cały został bez serca, bez ducha..."
Na obchód Słowackiego,"Że tak nie jest - to twoja, o poeto, wina,"
Na obchód Słowackiego,Więc potomność już wyrok ogłaszać poczyna
Na obchód Słowackiego,"I laur, który od dawna tobie się należy,"
Na obchód Słowackiego,Pośród nowych pokoleń bierzesz z rąk młodzieży.
Na pamiątkę,"Na pamiątkę, żem chwil kilka"
Na pamiątkę,"Żył w czarownych marzeń kole,"
Na pamiątkę,"Że z nich jedna, jedna chwilka -"
Na pamiątkę,"Zostawiła wspomnień pole,"
Na pamiątkę,Na pamiątkę cóż zostanie?
Na pamiątkę,"Na pamiątkę, żem przez ciernie"
Na pamiątkę,Drogi życia przeszedł wiernie
Na pamiątkę,"I bez skargi, jak przez róże,"
Na pamiątkę,Że nie zgięły mego czoła
Na pamiątkę,"Żadne wichry, żadne burze,"
Na pamiątkę,Na pamiątkę cóż zostanie?
Na pamiątkę,"Na pamiątkę natchnień rzewnych,"
Na pamiątkę,"Com piastował w swojej duszy,"
Na pamiątkę,"I tych kilku dźwięk6w śpiewnych,"
Na pamiątkę,"Co wiatr uniósł i przygłuszy,"
Na pamiątkę,"Na pamiątkę łez ukrytych,"
Na pamiątkę,Ideałów niezdobytych.
Na pamiątkę,Na pamiątkę cóż zostanie?
Na początku,"Na początku nic nie było,"
Na początku,"Tylko przestrzeń ciemna, pusta;"
Na początku,Wtem jej czarne błysły oczy
Na początku,"I różowe, świeże usta."
Na początku,"Od jej spojrzeń, od rumieńca"
Na początku,"Zajaśniała świateł zorza,"
Na początku,"A gdy pierwsze rzekła słowo,"
Na początku,Ziemia wyszła z głębi morza.
Na początku,"Gdy przebiegła ziemię wzrokiem,"
Na początku,"Śląc jej uśmiech, rój skrzydlaty"
Na początku,"Wzleciał ptaków i motyli,"
Na początku,A spod ziemi wyszły kwiaty.
Na początku,"Lecz nie istniał jeszcze człowiek,"
Na początku,Tylko martwa gliny bryła;
Na początku,Aż nareszcie swym płomiennym
Na początku,Pocałunkiem - mnie stworzyła.
Na początku,I zbudziłem się do życia
Na początku,"W cudowności jasnym kraju,"
Na początku,"Lecz mnie również, tak jak innych,"
Na początku,Wypędzono z tego raju.
Na przedpieklu,"Raz mi tak żona dopiekła,"
Na przedpieklu,Żem się powiesił na górze;
Na przedpieklu,"Ciało zostało na sznurze,"
Na przedpieklu,A dusza poszła do piekła.
Na przedpieklu,"Strącona w otchłanie ciemne,"
Na przedpieklu,"Trzęsła się cała ze strachu,"
Na przedpieklu,Po siarki przykrym zapachu
Na przedpieklu,Poznając państwo podziemne.
Na przedpieklu,Zaledwie biedaczka dusza
Na przedpieklu,"Stanęła w przepaści na dnie,"
Na przedpieklu,Gdy dziki Cerber wypadnie
Na przedpieklu,Targać za poły kontusza.
Na przedpieklu,"I tak jął szarpać zdradziecko,"
Na przedpieklu,"Że gdym się bronić sposobił,"
Na przedpieklu,To on tymczasem już zrobił
Na przedpieklu,Z kontusza tunikę grecką.
Na przedpieklu,Więc w takim klasycznym stroju
Na przedpieklu,"Ja, szlachcic i Podolanin,"
Na przedpieklu,"Szedłem, a duchy po kroju"
Na przedpieklu,"Mniemały, żem jest poganin."
Na przedpieklu,Charon w łańcuchy mnie okuł
Na przedpieklu,"I zawiódł na odwach prosto,"
Na przedpieklu,Gdzie przed piekielnym starostą
Na przedpieklu,Spisywać trzeba protokół.
Na przedpieklu,"Na sądzie Eak zasiadał,"
Na przedpieklu,Przy nim Radamant z Minosem;
Na przedpieklu,"Spojrzeli na mnie ukosem,"
Na przedpieklu,"Żądając, bym się spowiadał."
Na przedpieklu,"Widząc, że patrzę przed siebie,"
Na przedpieklu,"Nie wiedząc, co mówić zgoła,"
Na przedpieklu,Radamant gniewny zawoła:
Na przedpieklu,"- ""Coś przyszedł robić w Erebie?"
Na przedpieklu,Jakie do niego masz prawo?
Na przedpieklu,Jakie masz w piekle zasługi?
Na przedpieklu,Czy szereg twych zbrodni długi
Na przedpieklu,Występną okrył cię sławą?
Na przedpieklu,Czyś może jako wódz srogi
Na przedpieklu,"Rozpuścił na świat swe hordy,"
Na przedpieklu,"Siałeś pożogi i mordy,"
Na przedpieklu,Wzywając do walki bogi?
Na przedpieklu,Lub może jak Tytan nowy
Na przedpieklu,Niebiosa pobiegłeś gwałcić
Na przedpieklu,"I ziemię chciałeś przekształcić,"
Na przedpieklu,Niszcząc fatalizm duchowy?
Na przedpieklu,Możeś był zemsty Orestem
Na przedpieklu,I w krwi swych bliskich się pławił?
Na przedpieklu,"No, powiedz, czymżeś się wsławił?"
Na przedpieklu,"Mordami? zdradą? incestem?"" -"
Na przedpieklu,"Na to ja, szlachcic struchlały,"
Na przedpieklu,"Rzekłem: - ""Niech porwą mnie diabli,"
Na przedpieklu,Jeżeli dotknąłem szabli
Na przedpieklu,Przez życia mego wiek cały!
Na przedpieklu,"Jestem człek prawy, zamożny..."
Na przedpieklu,"Moi piekielni panowie,"
Na przedpieklu,"Co wam też świta po głowie,"
Na przedpieklu,Bym miał być taki bezbożny?!
Na przedpieklu,"Żyłem przykładnie na roli,"
Na przedpieklu,"Czysty przed ludźmi i Bogiem,"
Na przedpieklu,"Nikomu nie byłem wrogiem,"
Na przedpieklu,Strzegłem się wszelkiej swawoli;
Na przedpieklu,"Gromiłem życie namiętne,"
Na przedpieklu,Próżne marzenia postępu
Na przedpieklu,"Nie miały do mnie przystępu,"
Na przedpieklu,Doktryny były mi wstrętne.
Na przedpieklu,"Nie gustowałem w poezji,"
Na przedpieklu,"Pogańskich nie czciłem bogów,"
Na przedpieklu,Strzegłem się ideologów
Na przedpieklu,I heroicznych herezji.
Na przedpieklu,"Prowadząc życie w porządku,"
Na przedpieklu,"Nie miałem większej ambicji,"
Na przedpieklu,"Jak zostać... posłem w Galicji,"
Na przedpieklu,Gdziem słynął z swego rozsądku
Na przedpieklu,Ale czart jakiś mnie zbiesił:
Na przedpieklu,"Gdy mocniej zalałem głowę,"
Na przedpieklu,Różne zgryzoty domowe
Na przedpieklu,"Sprawiły, żem się obwiesił""."
Na przedpieklu,"Gdym skończył, wstał Minos straszny"
Na przedpieklu,"I rzekł: - ""Co robić z tym fantem,"
Na przedpieklu,Z Beotem i obskurantem?
Na przedpieklu,"Dla piekła jest za rubaszny!"""
Na przedpieklu,I tak po krótkich namowach
Na przedpieklu,"Wszyscy trzej, mrucząc pod nosem,"
Na przedpieklu,"Radamant, Eak z Minosem"
Na przedpieklu,Zawarli wyrok w tych słowach:
Na przedpieklu,"""Idź jeszcze na ziemię, bracie,"
Na przedpieklu,"Zająć się twoim rzemiosłem,"
Na przedpieklu,"A będziesz wybrany posłem,"
Na przedpieklu,Zasiędziesz nawet w rajchsracie;
Na przedpieklu,A kiedy już w delegacji
Na przedpieklu,"Staniesz w obronie wolności,"
Na przedpieklu,"Chcąc nam dochować wdzięczności,"
Na przedpieklu,Pamiętaj o propinacji!
Na przedpieklu,"I nie trać nigdy nadziei,"
Na przedpieklu,Walcz śmiało na każdej sesji:
Na przedpieklu,Zdobędziesz dużo koncesji...
Na przedpieklu,Banków i nowych kolei.
Na przedpieklu,"Choćby kto za złe poczytał,"
Na przedpieklu,"Śmiej się! bo sprawa jest czysta,"
Na przedpieklu,"Wszakże kraj na tym skorzysta,"
Na przedpieklu,Jeśli powiększysz kapitał.
Na przedpieklu,"Piekła się nie bój tym bardziej,"
Na przedpieklu,"Bądź tylko śmiało bezczelnym,"
Na przedpieklu,"Honorem ręczym piekielnym,"
Na przedpieklu,"Że piekło tobą pogardzi""."
Na przedpieklu,12 listopad 1867
Na zgon poezji,"Nie! nie umarła, jak to próżno głoszą,"
Na zgon poezji,"Ta jasnych krain pani i królowa,"
Na zgon poezji,Co serca ludzkie napawa rozkoszą;
Na zgon poezji,"Żaden ją grabarz pod ziemię nie schowa,"
Na zgon poezji,"Nie stłumi natchnień, które pierś jej wznoszą,"
Na zgon poezji,"Nie skazi wdzięku cudownego słowa,"
Na zgon poezji,"Bo nim ją w piasku mogilnym pogrzebie,"
Na zgon poezji,Już z nową jutrznią zabłyśnie na niebie.
Na zgon poezji,"Ci, którzy mówią ciągle o jej zgonie,"
Na zgon poezji,"Czyliż nie wiedzą, że ma żywot wieczny"
Na zgon poezji,W piersiach ludzkości i w natury łonie?
Na zgon poezji,"Ze się odnawia w jasności słonecznej,"
